MoleculeId,et-PredictedProbability
451,0.239286955691
452,0.190249926845
453,0.29757956805
454,0.0995613615855
455,0.860436485158
456,0.256294882568
457,0.913900662644
458,0.875254277187
459,0.234121498415
460,0.763266738418
461,0.420659557752
462,0.708981356326
463,0.831287850756
464,0.358460066234
465,0.697717898188
466,0.294914866927
467,0.204027792224
468,0.0967378321738
469,0.917433977155
470,0.729201867728
471,0.459679101876
472,0.719524686417
473,0.482865902251
474,0.600640782968
475,0.801559291234
476,0.889228145875
477,0.782344587002
478,0.569955301284
479,0.868789429516
480,0.186224326271
481,0.553437164464
482,0.378121997273
483,0.126777478802
484,0.707806208714
485,0.740785114981
486,0.0912280282522
487,0.198256820093
488,0.188251463565
489,0.90233181507
490,0.583578047274
491,0.501213030878
492,0.673963278442
493,0.910933737905
494,0.765982831837
495,0.369359842786
496,0.895642690386
497,0.603186810953
498,0.82522730773
499,0.153559778344
500,0.271323240821
501,0.525907950165
502,0.278987489076
503,0.19710953698
504,0.396286503346
505,0.904563562546
506,0.724575535152
507,0.828333973037
508,0.119085171109
509,0.749443947246
510,0.865111368188
511,0.295918375563
512,0.820829640862
513,0.689506476496
514,0.197432518217
515,0.26624145995
516,0.853732100975
517,0.769713751999
518,0.366724770886
519,0.277516424937
520,0.0912280282522
521,0.539530742304
522,0.0884044988404
523,0.390051426657
524,0.53283417247
525,0.648549424353
526,0.12844999594
527,0.630793279511
528,0.490399892094
529,0.230445166834
530,0.806867342586
531,0.888412834895
532,0.664017468681
533,0.901140526229
534,0.507493199478
535,0.263249393911
536,0.863913861402
537,0.917007986724
538,0.370454811908
539,0.73952315875
540,0.199224237622
541,0.752443171209
542,0.495436615764
543,0.359502457104
544,0.652443244991
545,0.667667565523
546,0.194296988944
547,0.48884634163
548,0.501318724061
549,0.438701292228
550,0.55955729514
551,0.227042086984
552,0.155983708302
553,0.464915751793
554,0.135860225576
555,0.770211050418
556,0.471412613697
557,0.123920335944
558,0.884062284648
559,0.444180840465
560,0.601434508899
561,0.479423739158
562,0.328876690721
563,0.744464907694
564,0.106923017359
565,0.865767042282
566,0.826032529336
567,0.47525855028
568,0.789046613364
569,0.858311363458
570,0.860366635764
571,0.900156301742
572,0.446604257831
573,0.244660042155
574,0.418078658828
575,0.153390678467
576,0.459242976255
577,0.85151023295
578,0.150907117279
579,0.116261641698
580,0.209719129353
581,0.38937057967
582,0.910933629677
583,0.668631329977
584,0.222940179733
585,0.456125140172
586,0.828456482698
587,0.883781151961
588,0.425541279371
589,0.249319993315
590,0.702901796493
591,0.853118836113
592,0.778435339774
593,0.663092662411
594,0.272388519331
595,0.321343231373
596,0.0992841284701
597,0.315945999537
598,0.710056183788
599,0.858313651638
600,0.74204159292
601,0.474513598502
602,0.888246973005
603,0.919027754999
604,0.854508498491
605,0.85214070321
606,0.683993096839
607,0.265473261474
608,0.895904832387
609,0.216822892136
610,0.542990410625
611,0.919027754999
612,0.262575386071
613,0.717858756049
614,0.902600887264
615,0.775398559695
616,0.556772034462
617,0.800646328665
618,0.838199102574
619,0.59714820063
620,0.256917618905
621,0.81896135968
622,0.631260760734
623,0.871800571635
624,0.48104685649
625,0.804165632461
626,0.661445810653
627,0.721770291601
628,0.696424643274
629,0.418969215689
630,0.303834780389
631,0.864612468595
632,0.210410774714
633,0.530304067323
634,0.74226280588
635,0.494010403352
636,0.540709036409
637,0.804180862158
638,0.315152490699
639,0.245994838114
640,0.811383986717
641,0.549232066953
642,0.389445857677
643,0.385076949351
644,0.359873529156
645,0.455787652678
646,0.852791009986
647,0.918851930823
648,0.226015751663
649,0.850866262973
650,0.811910350345
651,0.480389890313
652,0.787968835763
653,0.648271770211
654,0.552660296235
655,0.772056337795
656,0.925994787966
657,0.627227919215
658,0.711653477345
659,0.925994787966
660,0.418987836713
661,0.907324087046
662,0.50607368478
663,0.36165118144
664,0.515250183382
665,0.273745697946
666,0.140981284255
667,0.595228269323
668,0.604583780017
669,0.562354755014
670,0.356179834473
671,0.680599063185
672,0.898350652925
673,0.858211528058
674,0.892913092326
675,0.891688957927
676,0.458211858817
677,0.490898832739
678,0.650045439439
679,0.383593299388
680,0.166031557654
681,0.918677060159
682,0.88941280614
683,0.20544097893
684,0.409044459854
685,0.152117386542
686,0.633229280301
687,0.867267560925
688,0.901242040713
689,0.860650204015
690,0.795054967521
691,0.762056296665
692,0.137788623488
693,0.703875309171
694,0.882090033056
695,0.82197826087
696,0.404775776088
697,0.777133629507
698,0.733847792038
699,0.397589093661
700,0.142362057077
701,0.717954708594
702,0.115950795137
703,0.149911333738
704,0.793088896121
705,0.2707725172
706,0.803218270589
707,0.914291120013
708,0.88084517018
709,0.130950795137
710,0.766092369582
711,0.925994787966
712,0.0884044988404
713,0.925994787966
714,0.530009062245
715,0.874032800276
716,0.148248931783
717,0.826669973634
718,0.231045219288
719,0.734101364286
720,0.891688957927
721,0.542404168213
722,0.270054656171
723,0.117680657464
724,0.883944456814
725,0.0912616416976
726,0.129964800739
727,0.803139637127
728,0.846551723784
729,0.327384372138
730,0.876254362168
731,0.87342906724
732,0.538883127396
733,0.585745294541
734,0.598973885115
735,0.814409899425
736,0.0884044988404
737,0.755489963182
738,0.405462835987
739,0.865619507533
740,0.482300493791
741,0.911324087046
742,0.557007667079
743,0.37618398917
744,0.92323787097
745,0.732914566562
746,0.688085367316
747,0.275356294218
748,0.228538208824
749,0.117874841363
750,0.149028723744
751,0.540106277761
752,0.823257300242
753,0.859768797357
754,0.912351583345
755,0.438097638404
756,0.629222734114
757,0.771078485452
758,0.60448756584
759,0.863784089458
760,0.2337526259
761,0.191018994194
762,0.661592095275
763,0.674418873023
764,0.342587050361
765,0.780154519461
766,0.860646601129
767,0.248213995586
768,0.622819429902
769,0.210802547843
770,0.344538464176
771,0.341433174447
772,0.355079055809
773,0.340748408275
774,0.891349183571
775,0.421505366323
776,0.893924312907
777,0.15702670956
778,0.299956991812
779,0.715495219466
780,0.68835122468
781,0.925994787966
782,0.730699994952
783,0.288103995651
784,0.885978312131
785,0.157860040003
786,0.485987563313
787,0.724501480791
788,0.183118974464
789,0.223494927617
790,0.843667693614
791,0.414699148303
792,0.163060026549
793,0.30651966983
794,0.925994787966
795,0.733068484051
796,0.914291120013
797,0.3429930933
798,0.830000996733
799,0.17247191096
800,0.53122193658
801,0.268126195283
802,0.144799456824
803,0.234337055438
804,0.61373146373
805,0.799121338348
806,0.788317840989
807,0.317551718792
808,0.161223941219
809,0.358776680034
810,0.532685011067
811,0.507574929692
812,0.701084871923
813,0.719794463616
814,0.795182902638
815,0.127896562332
816,0.298397705038
817,0.376351654754
818,0.925218390451
819,0.299438829481
820,0.901771004259
821,0.737096880645
822,0.881104115862
823,0.745933701582
824,0.838905647502
825,0.297160863573
826,0.674906197245
827,0.197779160356
828,0.495824619409
829,0.894580476325
830,0.322830837193
831,0.772492362863
832,0.767987632787
833,0.898399607382
834,0.122409346934
835,0.0950711655071
836,0.89308796299
837,0.527849845041
838,0.144003262277
839,0.738474052503
840,0.471831486815
841,0.905542464525
842,0.858589536572
843,0.788190446594
844,0.697375595745
845,0.889466871194
846,0.315651913454
847,0.645476937746
848,0.656447530192
849,0.102141271327
850,0.202749839659
851,0.141777478802
852,0.805621906779
853,0.310876103356
854,0.584105210059
855,0.502181166951
856,0.630768856649
857,0.240070155966
858,0.627101760292
859,0.126971375146
860,0.23222454731
861,0.52634117528
862,0.284417689152
863,0.367480407572
864,0.437989373132
865,0.228297545892
866,0.903474029548
867,0.921433977155
868,0.306735595218
869,0.242228638954
870,0.149979192263
871,0.912095013827
872,0.373107108167
873,0.832898041959
874,0.269104268581
875,0.680325840945
876,0.411694434754
877,0.196731408326
878,0.413256200406
879,0.391860275696
880,0.699083003793
881,0.393283319439
882,0.925994787966
883,0.4836059307
884,0.18321761761
885,0.421686605227
886,0.69067066531
887,0.881566114788
888,0.340306483394
889,0.761344461276
890,0.798674665602
891,0.416294626175
892,0.64581984968
893,0.394208886186
894,0.214132092482
895,0.497963341626
896,0.467064993744
897,0.532203741039
898,0.565695356519
899,0.204427007934
900,0.911318616312
901,0.371272557869
902,0.234813348964
903,0.581156828455
904,0.127603689628
905,0.864233951229
906,0.857588959908
907,0.801795674541
908,0.925994787966
909,0.741106293377
910,0.461628648542
911,0.925994787966
912,0.36849081255
913,0.55552745101
914,0.494050243824
915,0.300634600681
916,0.463593882477
917,0.320952426414
918,0.679897457796
919,0.594606564914
920,0.718122062288
921,0.233711367545
922,0.55548602601
923,0.137627190464
924,0.622615769697
925,0.220284597871
926,0.339331800867
927,0.437479824226
928,0.921994787966
929,0.433007552862
930,0.223624807009
931,0.236150853478
932,0.914677060159
933,0.90535780426
934,0.868552248705
935,0.295714197151
936,0.875519281672
937,0.685848260649
938,0.344531977814
939,0.845704673094
940,0.625177599676
941,0.713756339484
942,0.63298733387
943,0.847641338879
944,0.180748420141
945,0.923027754999
946,0.148861976146
947,0.853887543359
948,0.645397247974
949,0.880143225573
950,0.196757735844
951,0.902600887264
952,0.8127698921
953,0.184243906996
954,0.281149933889
955,0.600567079741
956,0.614146323726
957,0.392519220277
958,0.587480374196
959,0.921994787966
960,0.698213794582
961,0.433289907778
962,0.925994787966
963,0.92323787097
964,0.694574556355
965,0.101466632241
966,0.917690546673
967,0.177200312875
968,0.306247164184
969,0.925994787966
970,0.870100823423
971,0.69682057036
972,0.411056518602
973,0.156133816506
974,0.249296376581
975,0.490851485211
976,0.789030226813
977,0.333337646028
978,0.85269816819
979,0.302145555468
980,0.148790119755
981,0.921994787966
982,0.662249218196
983,0.896257566251
984,0.921994787966
985,0.238780794343
986,0.822048918737
987,0.479307453231
988,0.588287803609
989,0.683471102157
990,0.226308734966
991,0.126208174697
992,0.0884044988404
993,0.3217227778
994,0.887688957927
995,0.38399480094
996,0.318497949583
997,0.0967378321738
998,0.719286288414
999,0.475621129662
1000,0.449349206711
1001,0.277915618738
1002,0.204686974764
1003,0.55057327285
1004,0.781989611963
1005,0.787902995454
1006,0.337622163281
1007,0.245275738225
1008,0.381326933346
1009,0.623870135045
1010,0.125440991215
1011,0.884533147755
1012,0.466526356607
1013,0.401310255061
1014,0.912201684518
1015,0.673144842913
1016,0.877127504452
1017,0.661840313901
1018,0.653232164485
1019,0.271396985111
1020,0.915318616312
1021,0.431937190046
1022,0.877895854478
1023,0.121737832174
1024,0.0967378321738
1025,0.32193412036
1026,0.0909507951367
1027,0.240300459289
1028,0.784915775393
1029,0.618501313188
1030,0.802152939566
1031,0.705016475744
1032,0.746656888989
1033,0.32217230323
1034,0.256471408554
1035,0.304063495427
1036,0.413743303212
1037,0.432384119844
1038,0.849516751618
1039,0.0950711655071
1040,0.844273063187
1041,0.294003379176
1042,0.865139247053
1043,0.717746938452
1044,0.922251357484
1045,0.925994787966
1046,0.312696105049
1047,0.238923116419
1048,0.180082965396
1049,0.803238829754
1050,0.578125020619
1051,0.759158070708
1052,0.364086192303
1053,0.313857754954
1054,0.262455864371
1055,0.885817584142
1056,0.438493605847
1057,0.59421876155
1058,0.33893675089
1059,0.797825937374
1060,0.622299242013
1061,0.378291353201
1062,0.789916927294
1063,0.393998491969
1064,0.789229034766
1065,0.545764960458
1066,0.633616438315
1067,0.791130044726
1068,0.119085171109
1069,0.8897541072
1070,0.529955391067
1071,0.307235778146
1072,0.209694371289
1073,0.33664598744
1074,0.170555901129
1075,0.392654294682
1076,0.807910759166
1077,0.886464712778
1078,0.437808510997
1079,0.35758866064
1080,0.183744963529
1081,0.681501697927
1082,0.246378620224
1083,0.215255956436
1084,0.15429385713
1085,0.77351334303
1086,0.141579867818
1087,0.436662588431
1088,0.82957295011
1089,0.879490073233
1090,0.121096806533
1091,0.761068658404
1092,0.578731548632
1093,0.416171937529
1094,0.900932699257
1095,0.906367456361
1096,0.915710027192
1097,0.146155276929
1098,0.343541653411
1099,0.530098335621
1100,0.180520888986
1101,0.644350622698
1102,0.888760904614
1103,0.862990330493
1104,0.263937170832
1105,0.917900662644
1106,0.843181999773
1107,0.865472097694
1108,0.622021972415
1109,0.861155230727
1110,0.822907755352
1111,0.623247820383
1112,0.762876373291
1113,0.757162293662
1114,0.291320417389
1115,0.529215088145
1116,0.918461473455
1117,0.847869053313
1118,0.729919127882
1119,0.175111683469
1120,0.845521697249
1121,0.538503512827
1122,0.774299533196
1123,0.86089643981
1124,0.847232149277
1125,0.220913492811
1126,0.904176820909
1127,0.910291120013
1128,0.831941593829
1129,0.852684399547
1130,0.923027754999
1131,0.91665757964
1132,0.327904096481
1133,0.866948872612
1134,0.515376633528
1135,0.413492455006
1136,0.409141710298
1137,0.519557548059
1138,0.770617926469
1139,0.326336805394
1140,0.210663682838
1141,0.288400966723
1142,0.315874302746
1143,0.480374432863
1144,0.572974211504
1145,0.169272223708
1146,0.208232020447
1147,0.525029790459
1148,0.918677060159
1149,0.386565217333
1150,0.540042674739
1151,0.907474029548
1152,0.898197102919
1153,0.392746086172
1154,0.803840910048
1155,0.878032800276
1156,0.649951695845
1157,0.905542464525
1158,0.628674328123
1159,0.185218691184
1160,0.845451080275
1161,0.4119571328
1162,0.624502650974
1163,0.161070063897
1164,0.849907561059
1165,0.630469083029
1166,0.815897458106
1167,0.374829125179
1168,0.513541633498
1169,0.171063073381
1170,0.925218390451
1171,0.633051520994
1172,0.726259754112
1173,0.843984661153
1174,0.745604579215
1175,0.687241263742
1176,0.72515368235
1177,0.553470829781
1178,0.849658907247
1179,0.50546802866
1180,0.2762636477
1181,0.925994787966
1182,0.15975815513
1183,0.54271289625
1184,0.22955472171
1185,0.385363310212
1186,0.892013542102
1187,0.148050483172
1188,0.164120054738
1189,0.804881145442
1190,0.486078623557
1191,0.721680400821
1192,0.0884044988404
1193,0.153073775098
1194,0.15389785802
1195,0.925994787966
1196,0.37580448652
1197,0.87102206953
1198,0.921994787966
1199,0.302646757969
1200,0.891904832387
1201,0.152678260167
1202,0.888421843669
1203,0.405207829283
1204,0.766545571937
1205,0.812282401899
1206,0.519114277036
1207,0.151276930702
1208,0.793649938127
1209,0.804006239881
1210,0.294509281525
1211,0.808106979889
1212,0.379926585733
1213,0.0884044988404
1214,0.150917181691
1215,0.538414970496
1216,0.416831645436
1217,0.924711817744
1218,0.738974167673
1219,0.896752937056
1220,0.548446003253
1221,0.871245522944
1222,0.262426409117
1223,0.887563012894
1224,0.640293931501
1225,0.909576771631
1226,0.916338612002
1227,0.686213175714
1228,0.124143934843
1229,0.389270953172
1230,0.822207323269
1231,0.851891345874
1232,0.0995613615855
1233,0.121777478802
1234,0.826197757718
1235,0.44917358615
1236,0.840836421674
1237,0.809905016643
1238,0.867071264749
1239,0.289415930088
1240,0.592949251852
1241,0.671014167773
1242,0.515074180717
1243,0.779719699852
1244,0.65364928591
1245,0.139717149839
1246,0.647126654305
1247,0.415738002237
1248,0.785872485133
1249,0.107085431768
1250,0.184913201152
1251,0.529638365435
1252,0.209069914322
1253,0.832558798083
1254,0.911071264749
1255,0.148372752809
1256,0.81794255248
1257,0.164552619925
1258,0.718278202926
1259,0.901203565889
1260,0.821207276873
1261,0.905896400278
1262,0.776569986402
1263,0.179888694182
1264,0.76914557025
1265,0.873043457119
1266,0.711981551034
1267,0.693501993709
1268,0.911071264749
1269,0.788307610755
1270,0.817340165945
1271,0.577997163882
1272,0.859145252691
1273,0.417168949919
1274,0.880778851623
1275,0.231569716217
1276,0.51476705537
1277,0.360100417411
1278,0.817831521176
1279,0.178390678467
1280,0.668559507674
1281,0.842853443432
1282,0.789649022413
1283,0.362867388533
1284,0.674610271194
1285,0.324368409696
1286,0.148215318337
1287,0.527015022642
1288,0.148861976146
1289,0.247787362164
1290,0.272258261886
1291,0.85056891326
1292,0.436534159479
1293,0.538578045296
1294,0.75864285392
1295,0.107024842147
1296,0.205084901771
1297,0.461096650222
1298,0.869743438297
1299,0.579926806586
1300,0.320958328104
1301,0.762577887648
1302,0.843428847794
1303,0.246560208836
1304,0.289223062172
1305,0.450488461586
1306,0.234228545501
1307,0.542783368428
1308,0.894370952647
1309,0.137662893522
1310,0.379063588196
1311,0.238630074708
1312,0.776987733543
1313,0.907076815625
1314,0.531245825164
1315,0.639065045616
1316,0.141459584161
1317,0.862431128137
1318,0.563600460214
1319,0.526188164167
1320,0.06946261341
1321,0.584561297599
1322,0.833155518689
1323,0.495783898139
1324,0.230271108795
1325,0.597684418745
1326,0.911071264749
1327,0.683301782581
1328,0.618649563796
1329,0.633708000695
1330,0.924711817744
1331,0.898441786605
1332,0.238374753612
1333,0.913743438297
1334,0.206000974693
1335,0.924711817744
1336,0.0796808673782
1337,0.866249925574
1338,0.182096322878
1339,0.907798316346
1340,0.358566252421
1341,0.351851595135
1342,0.266855598718
1343,0.539665933537
1344,0.893436262629
1345,0.882112020783
1346,0.852046557914
1347,0.389719177089
1348,0.338723357496
1349,0.636802219718
1350,0.545188414937
1351,0.793734826292
1352,0.825588085781
1353,0.315722913838
1354,0.832549164735
1355,0.897076771631
1356,0.916338612002
1357,0.0945221372195
1358,0.848422448614
1359,0.282432448811
1360,0.228384211614
1361,0.75605065211
1362,0.323006055188
1363,0.755332648746
1364,0.577467753397
1365,0.296664886537
1366,0.187456729586
1367,0.413124806981
1368,0.373406667403
1369,0.778756560027
1370,0.209108678874
1371,0.830808525177
1372,0.891206727246
1373,0.226980988033
1374,0.355663899836
1375,0.49580413695
1376,0.474040789947
1377,0.126849509821
1378,0.813198209394
1379,0.724455052943
1380,0.883795321959
1381,0.62077806615
1382,0.349383369622
1383,0.234118058162
1384,0.799893126048
1385,0.323210116945
1386,0.118093565791
1387,0.118542919069
1388,0.827913654787
1389,0.602553371091
1390,0.250826932842
1391,0.781242125833
1392,0.568519661834
1393,0.110299717482
1394,0.375026277536
1395,0.30443799263
1396,0.884870582046
1397,0.764742423077
1398,0.412115059064
1399,0.887295921809
1400,0.924711817744
1401,0.596535185655
1402,0.790238967246
1403,0.231701839251
1404,0.214366346043
1405,0.451182590867
1406,0.269941573141
1407,0.745707066512
1408,0.248298373962
1409,0.479565963021
1410,0.869735535933
1411,0.239881240902
1412,0.255052597324
1413,0.920545151077
1414,0.376347919305
1415,0.823008944714
1416,0.116516139949
1417,0.0797007086481
1418,0.691035567162
1419,0.451912629805
1420,0.76104755591
1421,0.90153793607
1422,0.715448265575
1423,0.278243077626
1424,0.58018857833
1425,0.200572560367
1426,0.745497819415
1427,0.660488660615
1428,0.471642656071
1429,0.663633633141
1430,0.157694013112
1431,0.137148192938
1432,0.693144874521
1433,0.847798978827
1434,0.778128846392
1435,0.913743438297
1436,0.715572052507
1437,0.669501445884
1438,0.888985185033
1439,0.697175677947
1440,0.76996481517
1441,0.900013279567
1442,0.308544915983
1443,0.304174971754
1444,0.60294258657
1445,0.496819731218
1446,0.665116300811
1447,0.398075424886
1448,0.277323787391
1449,0.110262367635
1450,0.0957047128138
1451,0.745417898882
1452,0.722432374211
1453,0.474174296898
1454,0.398134004703
1455,0.78833057659
1456,0.696411505203
1457,0.07571261341
1458,0.404856431888
1459,0.884780976312
1460,0.569225685465
1461,0.491456814901
1462,0.658702262536
1463,0.377664508632
1464,0.111502732189
1465,0.920545151077
1466,0.422705062163
1467,0.407931639303
1468,0.900102885302
1469,0.456580515298
1470,0.804191781706
1471,0.83419783942
1472,0.882833521505
1473,0.825387204408
1474,0.522556549888
1475,0.892255847282
1476,0.0800242739716
1477,0.193001666545
1478,0.81356873074
1479,0.120290930084
1480,0.457643418683
1481,0.116330995713
1482,0.625270000448
1483,0.714141758757
1484,0.557274156497
1485,0.378896516051
1486,0.882034186519
1487,0.31047125392
1488,0.876017632376
1489,0.412387891412
1490,0.527631623622
1491,0.410083368225
1492,0.419514615392
1493,0.910981659014
